0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
-517.75696,48.02012,-10.22142,7.8318195,-0.1721484,-2.173067,-10.422513,-9.233612,-17.878963,-4.9133816,0.0017015345,-9.143923,0.118756056,-3.859673,-6.9721265,1.756447,-9.525071,-3.8882658,-2.3510923,-4.7555995,-7.0409474,-2.4223065,-4.768799,-5.4007554,-4.1575503,-2.9584832,-5.8547907,-1.776891,-5.0579515,-1.9315948,-0.2704711,-0.30417767,1.7886645,0.90483075,0.47011423,1.7415199,3.0594888,2.2718923,0.9895156,2.2820182,happy
-539.19855,49.672794,-8.996246,6.914048,-1.1240026,-3.3295467,-9.793234,-9.628173,-17.208342,-7.140059,-1.7678518,-7.01247,-0.2807712,-2.8068933,-7.7615256,0.1462165,-8.591304,-5.6437764,-2.6293614,-3.139316,-7.960902,-2.799026,-4.2610307,-6.4265094,-4.38297,-1.7824854,-6.8063836,-1.9975092,-4.2050486,-3.0383976,-2.8929281,-1.9656113,-2.9164839,1.3943623,-0.49508154,3.6176724,1.4428006,1.2744665,0.68515134,2.1729784,happy
-680.84985,60.804207,-1.9560477,14.204766,6.8270884,-2.8811657,-2.4629223,-8.663905,-11.039645,-4.454039,-4.2584863,-1.6950514,-0.858215,-6.387972,-1.9537022,-1.2930338,-5.4891415,-4.614313,-3.0724862,-0.8519595,-6.8535905,-2.3903997,-2.6138897,-4.9866195,-2.0784774,-1.8319861,-4.5803585,-1.2893417,-2.438751,-1.9647101,-2.4176555,-2.1967053,-2.5622983,-2.313024,-4.5954742,-2.851147,-2.2854688,-2.3775954,-3.7354648,-2.8778954,sad
-699.10425,65.49692,-1.099551,16.531912,8.523047,-0.46712276,0.1738208,-7.589048,-10.304402,-5.5254693,-1.7454495,-2.015857,-1.7528477,-3.4568093,-0.7095313,-0.8706354,-3.7369146,-2.6888247,-1.6581136,-0.05382502,-6.664607,-1.2142811,-1.2996248,-4.4555125,-1.4616961,-1.3804501,-3.986993,-1.173788,-3.4494605,-1.3179215,-1.7723452,-2.3170862,-2.7698722,-2.0940473,-4.3401756,-0.67479247,-2.1373963,-2.4311147,-3.6492739,-2.9265246,sad
-735.524,60.409447,-3.443985,14.033259,6.5901713,-1.7684739,-1.7315747,-7.569149,-10.976078,-3.8221762,-0.9965823,-1.3543684,-1.2844805,-3.3658488,-2.715014,-0.26771262,-4.5742774,-6.213155,-0.6974264,-0.47674006,-6.2065673,-2.1382198,-2.939739,-4.492876,-1.7348641,-0.7488221,-3.0107005,-0.031293325,-3.2676818,0.20130111,-2.551265,-3.586309,-1.8061378,-1.4017278,-3.150946,-0.8549402,-0.8466941,-2.1212244,-4.232899,-2.8105493,sad
-711.7862,59.567207,0.7109444,15.603702,6.023351,-0.16229163,1.2461175,-7.515769,-12.228474,-3.9741051,-2.3960714,-2.4673662,-0.06185281,-4.0664105,-2.5834796,1.8483776,-3.2044652,-4.295267,-1.6605686,-0.15550274,-6.558676,-2.0219185,-2.0046186,-3.6405716,-2.0240939,-0.6536507,-4.3962793,-2.326939,-2.3781288,-0.048180174,-1.7871207,-1.616274,-2.0406256,-2.5005496,-4.1262007,-1.6679646,-2.1401134,-1.6500776,-2.724934,-2.540101,sad
-669.9195,62.426224,0.9023568,16.833582,7.8117805,-1.8475593,-0.91065365,-7.4858384,-9.419271,-1.5074197,-2.4400961,-2.6243286,-0.14111498,-5.0964046,-1.4083333,1.0472516,-4.976098,-3.102035,-2.5746925,-0.21248645,-4.9851656,-1.116518,-2.3370655,-4.951367,-1.9474236,-0.9107228,-3.546427,0.5509278,-1.756019,-0.21765174,-2.8030014,-0.9816639,-3.1020756,-1.8044022,-3.9783862,-1.3351364,-2.0891225,-2.706614,-2.77051,-3.2692454,sad
-627.47046,50.890545,-4.893386,10.5070715,3.70411,-3.614306,-8.667972,-7.1464243,-15.135483,-4.4346023,-2.204541,-6.959076,0.33116093,-4.9061933,-5.1069,1.2198784,-9.079948,-3.438987,-0.71518165,-2.68029,-6.508208,-2.0350778,-7.142914,-3.9023407,-3.8008106,-1.4843085,-4.6747246,-2.2811418,-2.6084309,-1.3512278,-2.8481915,-2.9721007,-3.425335,-2.0002365,-3.797895,0.84204733,-0.58165044,-1.763648,-3.2373376,-1.8475771,sad
-620.26776,54.993256,-5.729504,13.725473,3.9384527,-2.7418923,-6.81774,-9.286634,-18.480108,-4.8934646,-2.2725978,-7.2611017,0.3614603,-5.581516,-3.7963622,1.4492878,-6.7737665,-4.5630636,-2.9172275,-2.55195,-7.45639,-3.9012806,-2.6990047,-5.993997,-4.718185,-1.0670395,-6.8134446,-1.4748895,-3.566476,-1.7581863,-3.5198383,-2.5312295,-3.3879826,-2.7632644,-4.0435085,-2.3384302,-0.74581206,-0.55604285,-0.5773484,-0.25865757,sad
-605.889,50.817352,-4.100937,13.333532,2.3143542,-3.1249652,-6.993569,-8.87111,-15.973221,-3.8517964,-1.3603265,-6.091596,0.43329096,-6.3970013,-3.9711168,1.3659232,-8.027186,-4.4310184,-2.8663049,-2.6965957,-6.9606113,-2.193946,-2.6860867,-5.6876087,-3.2862208,-1.1399784,-6.026377,-0.12951253,-4.88883,-0.8842401,-3.4908144,-2.65778,-3.8965364,-3.1268613,-4.0401454,-2.0136974,-1.522867,-2.4442966,-3.1450257,-2.0068533,sad
-546.11554,42.51581,-6.0192423,12.6451235,-1.4078629,-2.7939098,-4.314088,-1.4580284,-12.457061,-4.777245,-0.85779715,-4.766826,-0.7102533,-4.609967,-3.2813585,-1.8005251,-6.1857705,-1.8774034,-3.9400196,-3.3581946,-5.301432,-2.5743818,-4.3118854,-4.0184846,-3.3378503,-1.2581085,-4.9076886,1.2684875,-2.2783725,-0.8056426,-0.004996568,-0.3768221,-2.1809287,-1.7019651,-2.4888475,-0.01133274,-1.4032638,-0.35782456,-3.639842,-1.2372742,angry
-526.2785,40.100624,-5.4062862,8.086062,-3.3844342,-3.6563714,-7.031595,-8.578679,-13.11133,-6.569745,-4.498286,-6.6619687,-3.472775,-4.7383814,-4.606366,-3.00884,-8.43908,-1.8164215,-5.5824895,-4.278462,-4.5755515,-2.6692264,-2.1711438,-1.252408,-2.1854558,-0.19483136,-3.1954684,-0.2404156,-3.1039457,-2.026395,-1.5038778,-2.121489,-2.3838913,-1.9714508,-2.3535914,1.3928298,-0.05019556,2.6160152,-0.39793503,0.95196086,angry
-570.9829,45.415054,-1.5627906,11.880343,-0.43858024,-1.7890217,-5.260241,-6.6141477,-13.445088,-4.125199,-3.6815126,-4.4055014,-1.00225,-5.3523436,-2.2794619,-0.5392902,-7.7281785,-2.7330334,-2.1579263,-4.411282,-6.29179,-2.2329094,-3.3744183,-4.852635,-3.4208858,-2.0247192,-5.086844,-1.1211252,-2.6697435,-1.895064,-1.1248157,-1.296595,-0.862738,-0.92960334,-2.4659154,0.10139809,-0.969247,-0.5552419,-2.2148893,-0.420845,angry
-530.8293,44.267376,-2.8641322,8.589871,0.015043081,-3.4850914,-4.3523192,-6.577349,-15.150324,-4.9910274,-2.581337,-5.7878017,0.28295928,-5.1922507,-4.4530478,0.8558478,-9.178659,-1.5052664,-1.677099,-4.91662,-6.2442846,-0.6723399,-4.3921237,-3.5940738,-3.1583798,-2.6730018,-5.671567,-1.4507239,-3.1757793,-1.2181952,-0.9541334,-1.0732784,-0.007791697,-1.9873586,-2.8056285,0.64199287,-1.1474907,1.1019416,-1.5296249,-1.3826661,angry
-349.08368,29.868893,-20.021608,0.8248057,-11.38768,-4.3352494,-12.86241,-13.475211,-13.617985,-8.423022,-5.636474,-4.9704933,-7.1078963,-5.8093753,-4.056468,-0.63109595,-7.564867,2.171447,2.1083086,3.722977,3.2258105,4.7295957,4.091866,1.0243081,0.23702215,0.75426495,-2.0665576,2.6573062,1.9146106,-0.8550903,-0.15549655,-0.5012183,1.4513193,0.6154204,-2.5758975,2.2645822,1.824975,1.4175379,-2.3733199,-0.6118676,angry
-368.34802,22.302996,-18.730824,3.2124898,-10.238885,-5.3979936,-12.250565,-7.9842367,-16.876492,-9.074471,-4.798123,-8.329526,-4.8784604,-3.6864958,-5.489247,-2.8691878,-11.641941,-5.522494,-5.952679,-7.753604,-6.256075,-0.91655177,-1.4647336,2.1159282,4.5505643,4.478769,0.77641666,3.551759,-2.4011989,1.3699532,3.3439147,2.6052082,-1.0270327,-0.17769684,-2.4539652,2.3183482,1.351753,1.5629339,-2.0617075,-0.059511516,angry
-401.70172,29.973305,-15.743985,4.8785286,-6.717307,-3.9170728,-11.36485,-9.566884,-16.95793,-6.6101475,-4.1125803,-8.695933,-3.1835454,-4.6224856,-4.600551,0.75584525,-10.059574,-1.7282207,-3.3801801,-4.4892282,-2.8992383,0.1611022,-2.3728034,0.56844544,0.20568472,1.6138316,-0.17397551,0.8288349,-1.2965844,1.0279695,0.7766593,1.130805,-1.1112492,0.01065121,-0.9957537,2.960026,1.7003627,3.2739136,0.4559738,1.733524,angry
-303.9083,22.274927,-20.23263,-3.0112534,-10.557668,-6.5886765,-16.995613,-11.742131,-16.091637,-9.435907,-2.4795759,-8.391646,-6.0200577,-4.359417,-3.5774784,-0.63038045,-5.41855,1.6945267,4.609443,1.3603204,0.15027969,2.1103752,1.1854314,1.6117939,0.37221387,-1.1646575,-4.1379523,-0.7990132,-1.5553904,-0.49776492,-1.9564699,-1.569251,-0.9722479,-0.04008317,-1.3899646,1.1860383,0.5977545,2.1343248,-1.3750238,-1.5130705,angry
-595.331,57.99092,2.2590282,14.343322,8.518202,-2.4230087,-4.188249,-8.528271,-12.255307,-1.40471,-2.2603824,0.5045406,3.6462831,-3.5877786,1.6058431,5.1781497,-4.026674,-1.867806,-0.8099246,-1.53596,-4.995076,-0.2191642,-2.890397,-3.685903,-1.570514,0.053839456,-3.1283848,1.2776718,-3.878216,-0.64298695,-1.7044731,-1.2452906,-2.5694861,-1.3015617,-4.107655,-1.7007097,-0.3723468,-0.3825815,-1.0153,0.35180295,fearful
-603.3856,55.155254,-6.027804,9.1299,4.3948555,-4.041097,-8.073682,-12.255183,-16.346151,-4.077742,-3.449183,-6.160686,-0.26365194,-6.3455257,-1.8471316,2.664918,-7.4117484,-4.230755,-2.4177978,-3.1686304,-5.976443,-1.5553848,-4.499355,-4.8877296,-3.3555994,-1.8607132,-5.567126,-0.70503145,-3.596184,-2.6195142,-3.961525,-1.4583101,-2.6111455,0.9732325,-1.0139611,1.4509813,1.6996872,1.526663,-1.6267318,0.49258354,fearful
-622.86993,61.635395,7.414828,18.84099,10.033153,3.9887211,-1.0351886,-5.5802426,-8.488828,0.32115114,0.076060966,0.36447477,2.7944245,-1.8873299,1.267624,4.298476,-1.9931772,-1.2692254,1.0654196,2.4415238,-5.5531473,-0.24713227,-1.4824363,-3.1035585,-2.8408751,0.025208933,-3.4914026,0.7796958,-2.5747063,-1.0991096,-1.8329134,-0.7104755,-2.571424,-1.6788385,-3.8463933,-1.6325276,-0.7567696,-1.2185651,-3.2990148,-2.5086894,fearful
-624.02625,60.417797,-3.3307755,15.390852,6.7717657,-0.058078837,-3.9153352,-10.592282,-10.528063,-0.66487396,-0.9012812,-1.2349017,0.28941718,-3.5106444,1.0571544,0.6931158,-2.8063745,-3.3917434,-0.10423966,1.6339123,-6.811923,0.42606482,-2.8119466,-3.5547352,-2.1343179,-1.5253236,-4.8935833,0.32807457,-3.7281194,-0.9927107,-2.518085,-0.55002415,-4.2455535,-2.3237643,-4.6611476,-1.0076447,-0.62481344,-2.128184,-3.3184044,-2.979138,fearful
-439.20685,52.212185,-12.541273,5.1477275,1.7914935,5.8628416,-5.5974445,-12.138769,-14.728991,-1.950158,2.135672,-3.671966,-0.5904328,-2.278102,0.31054226,8.699083,-1.964585,-4.096484,-1.3092287,-2.3677042,-4.417822,1.5067977,-1.0958496,1.5641403,1.3115575,4.9336486,0.6748688,4.724291,2.917543,1.8357636,5.5361724,4.845212,2.3745332,2.6653996,-3.060443,1.88237,3.3590467,4.254038,0.14801039,0.98503494,fearful
-404.05585,42.662426,-17.537214,-3.219983,1.9150131,-0.23162158,-11.389852,-15.012191,-17.222418,-7.2708755,-4.490682,-9.206504,-6.413215,-5.216007,-3.0066345,2.9628255,-8.640421,-6.7894173,-1.7208639,-3.2170434,-6.2140307,-1.6123477,1.0307355,3.7000642,4.824219,8.004292,2.9441435,4.8439274,2.9837053,4.5741735,6.5603223,4.6351266,0.7093701,-0.3981544,-2.447657,2.3681574,2.9144502,1.2736137,-2.6668599,-1.3480868,fearful
-369.5954,39.190083,-15.472043,-0.9504297,-5.7813573,-1.20997,-10.114829,-18.269136,-17.822474,-9.481161,-3.8010514,-7.8962812,-7.826027,-7.357436,-6.4318633,4.932757,-8.49914,-5.6608005,-2.0881393,-3.1699219,-4.260845,-0.17502913,0.16452523,3.102742,6.2341814,10.829424,5.4509606,6.4818625,0.639259,0.56291777,2.0535705,3.4935129,3.2785134,0.96552604,-2.8506773,2.208396,3.8014696,3.0016024,-0.44507873,-0.47238868,fearful
-427.11377,45.139057,-15.436681,-1.1301688,-0.7227585,1.9657457,-13.529376,-15.487787,-17.104061,-9.546004,2.3383806,-7.4597087,-7.364611,-6.084675,-3.9567213,3.9811196,-8.482472,-6.4705153,-0.91892445,-4.22819,-6.169354,-1.3125002,-0.10992784,1.6909461,2.8623555,7.3421116,4.1328073,7.1020017,5.0798664,3.8000553,4.276091,3.1120718,1.4151773,2.0111406,-1.1716975,4.641068,1.3780837,1.2335997,-1.8168844,0.9022599,fearful
-647.6113,63.878662,-3.1636646,11.068918,3.8989286,0.4962617,-7.21009,-7.302176,-13.785376,-4.531086,-0.68246734,-7.2989683,-1.6489207,-7.179773,-0.8491595,-2.7986681,-6.217463,-3.0482032,-3.925734,-1.6746459,-5.5525784,1.0549916,-5.7381163,-2.7615979,-2.041532,-1.6022339,-3.5071225,-0.23445888,-2.8969069,0.68529147,-1.7336764,0.7008208,-1.9596637,-0.1659047,-2.2221973,-0.515246,-1.7348303,0.46847937,-3.3283143,-1.1672829,disgust
-626.5222,52.807503,0.2726886,4.7346873,3.4398108,-0.42759243,-9.445806,-6.7852263,-13.305903,-4.895432,-0.56229144,-6.350318,-3.3224087,-4.3167896,-1.7614679,-2.4416623,-5.258924,-2.4614885,-1.511272,0.07683265,-4.6544166,0.89369863,-5.9251413,-1.7661024,-2.1624975,-1.3568618,-4.500724,0.35801983,-1.9119575,1.2816257,-2.0543115,0.5899408,-2.0847006,-0.8968076,-1.2898804,1.6762428,-0.1384585,1.451395,-1.6453706,-1.0727854,disgust
-667.50525,71.2468,1.978697,12.600777,1.8061317,3.4382744,-4.8249874,-12.123671,-8.451324,-2.030657,-2.5171847,-3.023269,-0.99177134,-6.3008237,-2.597501,0.02866237,-5.345963,-2.219458,-1.0776554,-3.3449194,-8.486794,0.35205677,-3.0753179,-3.540869,-4.0989103,-1.8632202,-3.92621,-1.4218082,-2.1970322,-1.3414967,-4.046644,-1.8206972,-4.243977,-1.8164915,-4.330599,-1.2720864,-1.8382084,-2.3683422,-5.497893,-2.3172452,disgust
-669.2902,54.79244,-0.9016661,10.5557,-0.16137548,3.6259096,-5.3917437,-10.095323,-7.4466414,-1.4052048,0.10079646,-3.9632685,-0.50473005,-6.327925,-1.3125445,0.10069236,-5.976767,-2.503508,-1.3738911,-1.8358136,-5.817447,-1.7044363,-3.4166617,-3.4657118,-4.169744,-1.2084066,-4.2910323,-0.6137764,-1.8928217,-1.7533404,-3.162863,-1.6752285,-3.6169815,-1.8080153,-4.422979,-2.0862405,-1.9744048,-0.59545404,-3.2481756,-1.6091491,disgust
-489.86877,43.945282,-6.9385076,-5.6906586,-9.426026,-1.937155,-11.578997,-17.378063,-13.903124,-6.911769,-3.551647,-4.3722687,-7.017699,-6.1836743,-5.9362373,-5.4587617,-5.822812,-2.1498194,-5.210937,-4.460036,-7.968783,-1.9645337,-2.4783404,1.2761223,0.94388944,0.44711205,-0.12261645,3.6075065,1.3534554,2.584185,1.418513,3.5464363,0.6073556,2.49956,1.5689571,1.800882,0.45666167,1.035426,-1.7960598,-0.64703155,disgust
-491.2605,35.17139,-9.034343,1.8999568,-8.664879,-6.350328,-18.34103,-15.881719,-9.58409,-5.861493,-4.5087137,-5.8916154,-6.898971,-8.617667,-2.5701342,-0.97728485,-8.397288,-1.0111676,-6.229877,-5.1835065,-5.096695,-3.061449,-1.1294765,-0.98533916,-1.9971796,0.57907206,-3.2972753,-0.70360976,-2.8183727,1.69879,0.44396296,2.7096379,0.63978773,0.9217471,-0.04116166,2.657785,0.5815377,-0.15138844,-3.419361,-1.545981,disgust
-520.7532,43.31225,9.500733,-0.62784535,-7.164327,0.42984343,-12.050826,-15.976675,-5.460499,-8.713773,-8.803647,-2.9774518,-7.6639447,-11.013116,-5.0436673,-4.785972,-12.482885,-4.968925,-5.3228393,-5.3893027,-8.165277,-3.8765543,-6.901708,-3.9114807,-4.4145103,0.6600963,-4.2276177,3.74551,-0.04033308,2.4615824,0.0936025,0.61048496,-2.8957632,0.976612,-0.5681108,2.2436674,0.5983035,1.7873514,0.19910179,1.1095932,disgust
-501.00818,42.180492,-0.95753026,-0.44900626,-4.012009,-1.8501682,-13.470772,-15.385603,-8.406136,-5.512526,-6.51612,-6.038744,-7.158529,-6.448777,-5.2710586,-0.8727275,-7.682081,-2.8911145,-3.9350657,-3.3940437,-6.023177,-3.1048758,-3.9174705,-3.5890183,-4.6315303,-1.4739141,-4.2594867,-0.23263139,-0.5068685,1.886712,0.67749655,1.4485202,-0.7288329,0.12740597,-0.14745547,2.9691937,0.3945331,0.19132274,-0.9488045,-0.55053645,disgust
-660.50183,52.980663,-0.4414544,8.232827,4.5118375,-2.5249937,-6.0312376,-6.618407,-9.726553,-5.8924103,-0.2597241,-5.319383,-0.80952007,-4.919111,-4.579843,0.0863315,-8.32308,-3.822729,-2.689615,-3.0362494,-5.608842,-2.9705162,-4.549024,-5.6637163,-2.3029141,-1.7725822,-5.647859,-0.41479394,-3.9923618,-1.8855516,-3.3631752,-3.542042,-0.9967867,-1.693185,-2.3293989,0.3531763,0.2849824,0.22303014,-2.0682507,-1.5033478,surprised
